PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalSpend,FirstName,LastName,CabinSector,CabinRoom,CabinClass
1657_01,Earth,False,G/267/P,TRAPPIST-1e,21.0,False,0.0,0.0,218.0,109.0,5321.0,Shally Alest,0,5648.0,Shally,Alest,G,267,P
1659_01,Earth,False,F/313/S,TRAPPIST-1e,41.0,False,0.0,82.0,3.0,0.0,718.0,Rayle Pugherman,0,803.0,Rayle,Pugherman,F,313,S
1661_01,Europa,False,A/20/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Arin Fringh,0,0.0,Arin,Fringh,A,20,S
1661_02,Europa,False,A/20/S,TRAPPIST-1e,57.0,False,0.0,62.0,0.0,2136.0,178.0,Almino Earmeter,0,2376.0,Almino,Earmeter,A,20,S
1661_03,Europa,True,A/20/S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Quarkib Fringh,1,0.0,Quarkib,Fringh,A,20,S
1662_01,Earth,False,F/314/S,PSO J318.5-22,20.0,False,127.0,0.0,0.0,542.0,0.0,Wenise Sterson,0,669.0,Wenise,Sterson,F,314,S
1663_01,Earth,True,G/268/P,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Carita Villenson,1,0.0,Carita,Villenson,G,268,P
1668_01,Earth,False,F/316/S,TRAPPIST-1e,22.0,False,2.0,0.0,6.0,101.0,536.0,Millia Watsongley,0,645.0,Millia,Watsongley,F,316,S
1669_01,Mars,False,F/317/S,TRAPPIST-1e,31.0,False,2436.0,0.0,147.0,16.0,0.0,Flams Spane,0,2599.0,Flams,Spane,F,317,S
1669_02,Mars,True,F/317/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Spuffs Spane,1,0.0,Spuffs,Spane,F,317,S
1669_03,Mars,False,F/317/S,55 Cancri e,21.0,False,1481.0,0.0,881.0,0.0,0.0,Pokix Perte,0,2362.0,Pokix,Perte,F,317,S
1670_01,Earth,False,G/269/P,TRAPPIST-1e,49.0,False,0.0,67.0,213.0,2.0,1442.0,Aleen Sancasey,0,1724.0,Aleen,Sancasey,G,269,P
1670_02,Earth,True,G/269/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Jordy Sancasey,0,0.0,Jordy,Sancasey,G,269,P
1672_01,Earth,False,F/318/S,TRAPPIST-1e,29.0,False,7.0,0.0,0.0,797.0,0.0,Elicia Solivers,0,804.0,Elicia,Solivers,F,318,S
1673_01,Earth,False,F/330/P,55 Cancri e,16.0,False,876.0,0.0,5.0,1.0,16.0,Benny Perrerojass,0,898.0,Benny,Perrerojass,F,330,P
1676_01,Earth,True,G/270/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Pennie Staffersby,0,0.0,Pennie,Staffersby,G,270,P
1681_01,Earth,False,G/261/S,TRAPPIST-1e,34.0,False,1.0,89.0,0.0,793.0,0.0,Tonia Englence,0,883.0,Tonia,Englence,G,261,S
1682_01,Mars,True,F/331/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Miten Watte,1,0.0,Miten,Watte,F,331,P
1685_02,Earth,False,G/272/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Vana Dillestron,0,0.0,Vana,Dillestron,G,272,P
1685_03,Earth,True,G/272/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Camina Dillestron,1,0.0,Camina,Dillestron,G,272,P
1687_01,Mars,False,F/334/P,TRAPPIST-1e,26.0,True,714.0,450.0,208.0,0.0,44.0,Bases Batte,0,1416.0,Bases,Batte,F,334,P
1688_01,Earth,False,E/124/S,TRAPPIST-1e,27.0,False,233.0,554.0,0.0,0.0,0.0,Tyle Webstenson,0,787.0,Tyle,Webstenson,E,124,S
1690_01,Earth,False,F/335/P,TRAPPIST-1e,28.0,False,0.0,26.0,88.0,5.0,754.0,Heryle Paulllegory,0,873.0,Heryle,Paulllegory,F,335,P
1691_01,Mars,False,F/321/S,TRAPPIST-1e,27.0,False,3482.0,1234.0,1155.0,0.0,0.0,Sesh Giba,0,5871.0,Sesh,Giba,F,321,S
1695_01,Earth,False,G/264/S,TRAPPIST-1e,26.0,False,324.0,0.0,201.0,2.0,256.0,Fredy Moraleney,0,783.0,Fredy,Moraleney,G,264,S
1696_01,Europa,False,B/55/P,TRAPPIST-1e,43.0,False,0.0,760.0,17.0,15331.0,427.0,Alam Iderinelay,0,16535.0,Alam,Iderinelay,B,55,P
1699_01,Earth,False,F/336/P,55 Cancri e,47.0,False,0.0,574.0,0.0,0.0,68.0,Sall Barkeretton,1,642.0,Sall,Barkeretton,F,336,P
1700_01,Europa,True,B/74/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Zavior Waring,1,0.0,Zavior,Waring,B,74,S
1700_02,Europa,False,B/74/S,TRAPPIST-1e,64.0,False,0.0,4.0,0.0,6200.0,622.0,Solaron Waring,0,6826.0,Solaron,Waring,B,74,S
1704_01,Mars,False,D/60/S,TRAPPIST-1e,13.0,False,1112.0,0.0,687.0,0.0,3.0,Tors Breke,0,1802.0,Tors,Breke,D,60,S
1704_02,Mars,False,D/60/S,55 Cancri e,18.0,False,86.0,1164.0,516.0,0.0,0.0,Allota Fincy,1,1766.0,Allota,Fincy,D,60,S
1705_01,Mars,False,E/126/S,TRAPPIST-1e,29.0,True,0.0,0.0,0.0,0.0,0.0,Barave Chake,0,0.0,Barave,Chake,E,126,S
1708_01,Earth,False,F/338/P,PSO J318.5-22,70.0,False,0.0,3.0,1.0,2.0,1290.0,Lavey Hopez,0,1296.0,Lavey,Hopez,F,338,P
1709_01,Mars,False,F/326/S,TRAPPIST-1e,23.0,False,31.0,0.0,1247.0,0.0,47.0,Jurbet Minen,0,1325.0,Jurbet,Minen,F,326,S
1709_02,Mars,False,D/61/S,TRAPPIST-1e,23.0,False,2210.0,0.0,89.0,0.0,0.0,Bet Minen,1,2299.0,Bet,Minen,D,61,S
1709_04,Mars,False,E/127/S,TRAPPIST-1e,17.0,False,1744.0,0.0,136.0,8.0,8.0,Donut Minen,0,1896.0,Donut,Minen,E,127,S
1709_05,Mars,True,F/326/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Fams Minen,1,0.0,Fams,Minen,F,326,S
1709_06,Mars,False,D/61/S,TRAPPIST-1e,15.0,False,1554.0,0.0,646.0,20.0,1241.0,Tyog Minen,0,3461.0,Tyog,Minen,D,61,S
1709_07,Mars,False,F/326/S,TRAPPIST-1e,19.0,False,285.0,54.0,1246.0,102.0,0.0,Cocowl Minen,0,1687.0,Cocowl,Minen,F,326,S
1710_01,Earth,True,G/276/P,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Mcgowaymond,1,0.0,Andrey,Mcgowaymond,G,276,P
1712_02,Mars,False,F/339/P,TRAPPIST-1e,27.0,False,103.0,1.0,49.0,2421.0,24.0,Cinets Pamca,0,2598.0,Cinets,Pamca,F,339,P
1713_01,Earth,False,G/277/P,TRAPPIST-1e,43.0,False,84.0,726.0,2.0,0.0,0.0,Calvia Dyers,0,812.0,Calvia,Dyers,G,277,P
1714_01,Earth,False,G/265/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Lorian Parsoney,0,0.0,Lorian,Parsoney,G,265,S
1715_01,Earth,True,G/266/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Camily Mirandry,0,0.0,Camily,Mirandry,G,266,S
1717_01,Earth,False,E/105/P,TRAPPIST-1e,40.0,False,813.0,0.0,473.0,236.0,0.0,Alicey Franankson,1,1522.0,Alicey,Franankson,E,105,P
1717_02,Earth,False,E/105/P,TRAPPIST-1e,38.0,False,4.0,0.0,0.0,0.0,1679.0,Yola Fielsenders,0,1683.0,Yola,Fielsenders,E,105,P
1721_01,Earth,False,F/341/P,TRAPPIST-1e,15.0,False,320.0,36.0,5.0,0.0,640.0,Frandy Alest,0,1001.0,Frandy,Alest,F,341,P
1724_01,Europa,False,A/21/S,55 Cancri e,59.0,False,8.0,1563.0,0.0,73.0,31.0,Hekark Diateous,1,1675.0,Hekark,Diateous,A,21,S
1725_01,Earth,False,F/328/S,TRAPPIST-1e,24.0,False,0.0,201.0,0.0,0.0,603.0,Breney Wheelez,0,804.0,Breney,Wheelez,F,328,S
1727_02,Mars,False,D/54/P,55 Cancri e,52.0,False,1279.0,0.0,1061.0,359.0,0.0,Emoles Barte,0,2699.0,Emoles,Barte,D,54,P
1728_01,Earth,False,G/280/P,TRAPPIST-1e,38.0,False,553.0,0.0,0.0,87.0,243.0,Elle Bakerson,0,883.0,Elle,Bakerson,G,280,P
1729_01,Earth,False,F/343/P,TRAPPIST-1e,26.0,False,21.0,0.0,499.0,568.0,0.0,Billya Merce,1,1088.0,Billya,Merce,F,343,P
1730_01,Earth,False,E/106/P,55 Cancri e,17.0,False,68.0,0.0,0.0,0.0,795.0,Elson Curton,1,863.0,Elson,Curton,E,106,P
1731_01,Earth,True,G/281/P,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Alfrey Santry,1,0.0,Alfrey,Santry,G,281,P
1731_02,Earth,False,G/281/P,55 Cancri e,20.0,False,1.0,808.0,0.0,0.0,0.0,Lestie Santry,1,809.0,Lestie,Santry,G,281,P
1733_01,Earth,False,F/344/P,TRAPPIST-1e,15.0,False,1336.0,108.0,0.0,0.0,0.0,Stevey Chanan,0,1444.0,Stevey,Chanan,F,344,P
1734_01,Earth,True,G/283/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Guadae Patrichane,1,0.0,Guadae,Patrichane,G,283,P
1736_01,Earth,True,G/284/P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Therry Blancoy,0,0.0,Therry,Blancoy,G,284,P
1738_02,Earth,True,G/268/S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Wenny Sawyerson,1,0.0,Wenny,Sawyerson,G,268,S
1739_01,Earth,True,G/269/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Wine Jarvey,1,0.0,Wine,Jarvey,G,269,S
1740_01,Earth,False,G/270/S,TRAPPIST-1e,22.0,False,762.0,13.0,10.0,0.0,0.0,Eillis Torrez,0,785.0,Eillis,Torrez,G,270,S
1742_01,Mars,False,D/55/P,PSO J318.5-22,34.0,True,49.0,478.0,387.0,0.0,0.0,Anack Trad,0,914.0,Anack,Trad,D,55,P
1746_01,Mars,True,F/331/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Clers Bache,1,0.0,Clers,Bache,F,331,S
1747_01,Earth,False,G/271/S,55 Cancri e,19.0,False,0.0,0.0,496.0,13.0,0.0,Line Santantines,1,509.0,Line,Santantines,G,271,S
1748_01,Earth,False,G/287/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,2.0,807.0,Jeresa Burchrison,0,809.0,Jeresa,Burchrison,G,287,P
1748_02,Earth,False,G/287/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Erice Burchrison,0,0.0,Erice,Burchrison,G,287,P
1748_03,Earth,False,G/287/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Keithy Burchrison,1,0.0,Keithy,Burchrison,G,287,P
1749_01,Earth,True,G/288/P,PSO J318.5-22,59.0,False,0.0,0.0,0.0,0.0,0.0,Monald Coley,0,0.0,Monald,Coley,G,288,P
1752_01,Earth,False,F/333/S,55 Cancri e,15.0,False,1006.0,1.0,0.0,0.0,308.0,Dell Chavezalez,1,1315.0,Dell,Chavezalez,F,333,S
1753_01,Earth,True,G/272/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Amela Moodson,1,0.0,Amela,Moodson,G,272,S
1755_01,Earth,True,G/273/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Leneva Mulley,0,0.0,Leneva,Mulley,G,273,S
1757_01,Earth,False,F/334/S,TRAPPIST-1e,67.0,False,26.0,809.0,0.0,39.0,26.0,Juline Bradamss,0,900.0,Juline,Bradamss,F,334,S
1758_01,Earth,False,G/274/S,TRAPPIST-1e,55.0,False,587.0,0.0,0.0,318.0,3.0,Maril Fielsenders,0,908.0,Maril,Fielsenders,G,274,S
1760_01,Earth,False,F/336/S,TRAPPIST-1e,50.0,False,742.0,21.0,10.0,26.0,4.0,Elicey Cardsay,0,803.0,Elicey,Cardsay,F,336,S
1761_01,Earth,False,F/347/P,55 Cancri e,23.0,False,145.0,490.0,17.0,49.0,1.0,Ine Sweekstarks,0,702.0,Ine,Sweekstarks,F,347,P
1762_01,Earth,False,E/132/S,PSO J318.5-22,21.0,False,2400.0,7.0,0.0,20.0,0.0,Sylvin Casez,1,2427.0,Sylvin,Casez,E,132,S
1763_01,Europa,False,E/133/S,TRAPPIST-1e,41.0,False,0.0,3240.0,0.0,59.0,0.0,Diskeon Stering,1,3299.0,Diskeon,Stering,E,133,S
1764_01,Mars,True,F/337/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Gies Laai,1,0.0,Gies,Laai,F,337,S
1764_02,Mars,False,E/134/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Cin Laai,0,0.0,Cin,Laai,E,134,S
1766_01,Earth,False,F/338/S,55 Cancri e,21.0,False,112.0,0.0,0.0,0.0,1333.0,Ronne Adavisons,0,1445.0,Ronne,Adavisons,F,338,S
1767_01,Europa,True,C/65/S,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Hekaron Gleroling,1,0.0,Hekaron,Gleroling,C,65,S
1767_02,Europa,False,C/65/S,TRAPPIST-1e,50.0,False,3677.0,782.0,0.0,6.0,1168.0,Decruxa Stewder,1,5633.0,Decruxa,Stewder,C,65,S
1767_03,Europa,False,C/65/S,TRAPPIST-1e,32.0,False,2973.0,3368.0,124.0,57.0,42.0,Coxatik Gleroling,1,6564.0,Coxatik,Gleroling,C,65,S
1767_04,Europa,True,C/65/S,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Coxah Gleroling,1,0.0,Coxah,Gleroling,C,65,S
1769_01,Mars,True,F/339/S,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Choney Sinda,1,0.0,Choney,Sinda,F,339,S
1770_01,Europa,True,B/75/S,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Tauxon Wincer,1,0.0,Tauxon,Wincer,B,75,S
1772_01,Mars,False,F/348/P,TRAPPIST-1e,30.0,False,1220.0,0.0,49.0,39.0,0.0,Cheats Butty,0,1308.0,Cheats,Butty,F,348,P
1774_01,Mars,True,E/135/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Anakes Canie,1,0.0,Anakes,Canie,E,135,S
1775_01,Earth,False,G/277/S,TRAPPIST-1e,43.0,False,0.0,0.0,870.0,0.0,14.0,Murie Mejiaddox,1,884.0,Murie,Mejiaddox,G,277,S
1776_01,Earth,False,G/278/S,TRAPPIST-1e,21.0,False,0.0,0.0,809.0,0.0,0.0,Lynnon Wolffy,0,809.0,Lynnon,Wolffy,G,278,S
1778_01,Earth,True,G/279/S,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Stanya Adkinson,0,0.0,Stanya,Adkinson,G,279,S
1779_01,Earth,False,F/349/P,55 Cancri e,37.0,False,164.0,603.0,0.0,0.0,11.0,Evan Hermanapp,1,778.0,Evan,Hermanapp,F,349,P
1781_01,Europa,False,C/66/S,55 Cancri e,28.0,False,0.0,11026.0,0.0,0.0,12.0,Alballa Brailidy,1,11038.0,Alballa,Brailidy,C,66,S
1783_01,Earth,False,G/281/S,55 Cancri e,42.0,False,28.0,0.0,0.0,0.0,591.0,Carma Garnettiz,0,619.0,Carma,Garnettiz,G,281,S
1786_01,Earth,False,F/342/S,TRAPPIST-1e,51.0,False,28.0,94.0,0.0,34.0,638.0,Violey Jacostaney,0,794.0,Violey,Jacostaney,F,342,S
1792_01,Mars,False,F/352/P,TRAPPIST-1e,73.0,False,27.0,2.0,71.0,1208.0,0.0,Duckes Brazo,0,1308.0,Duckes,Brazo,F,352,P
1797_01,Europa,True,B/57/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Dhenar Blanspe,1,0.0,Dhenar,Blanspe,B,57,P
1798_01,Earth,False,E/137/S,TRAPPIST-1e,39.0,False,1.0,275.0,33.0,376.0,105.0,Bel Mcfarley,0,790.0,Bel,Mcfarley,E,137,S
1800_01,Earth,False,G/283/S,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,Jarena Goffey,1,0.0,Jarena,Goffey,G,283,S
1800_02,Earth,True,G/283/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Nelle Goffey,0,0.0,Nelle,Goffey,G,283,S
1800_03,Earth,True,G/283/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Vick Goffey,0,0.0,Vick,Goffey,G,283,S
1800_04,Earth,False,G/283/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Annah Morsentley,1,0.0,Annah,Morsentley,G,283,S
1800_05,Earth,True,G/283/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Wandy Goffey,1,0.0,Wandy,Goffey,G,283,S
1802_01,Earth,False,E/109/P,TRAPPIST-1e,33.0,False,0.0,0.0,2.0,787.0,1.0,Alley Brantuarez,0,790.0,Alley,Brantuarez,E,109,P
1803_01,Earth,False,F/354/P,55 Cancri e,23.0,False,0.0,169.0,0.0,553.0,0.0,Nelsie Puckley,0,722.0,Nelsie,Puckley,F,354,P
1804_01,Mars,True,F/355/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Minies Curle,1,0.0,Minies,Curle,F,355,P
1805_01,Earth,True,G/284/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Doryn Bradlerson,1,0.0,Doryn,Bradlerson,G,284,S
1806_01,Mars,False,E/138/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Goos Hotte,0,0.0,Goos,Hotte,E,138,S
1807_01,Europa,False,B/58/P,55 Cancri e,30.0,False,0.0,3722.0,4.0,140.0,4045.0,Ainor Ingetrody,0,7911.0,Ainor,Ingetrody,B,58,P
1808_01,Earth,False,F/346/S,TRAPPIST-1e,33.0,False,0.0,763.0,8.0,2.0,30.0,Rician Pollarkeeks,0,803.0,Rician,Pollarkeeks,F,346,S
1810_01,Mars,False,F/356/P,TRAPPIST-1e,56.0,False,4694.0,0.0,2661.0,51.0,0.0,Whee Ruité,0,7406.0,Whee,Ruité,F,356,P
1811_01,Earth,True,G/285/S,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Gerry Georgasey,1,0.0,Gerry,Georgasey,G,285,S
1813_01,Earth,False,F/358/P,55 Cancri e,18.0,False,0.0,0.0,454.0,0.0,263.0,Allara Cainghannon,0,717.0,Allara,Cainghannon,F,358,P
1816_01,Europa,False,C/68/S,TRAPPIST-1e,60.0,True,1891.0,640.0,0.0,360.0,52.0,Naosura Dicomeng,1,2943.0,Naosura,Dicomeng,C,68,S
1816_02,Europa,False,C/68/S,TRAPPIST-1e,41.0,False,0.0,2334.0,1.0,6.0,23.0,Shail Tertchty,1,2364.0,Shail,Tertchty,C,68,S
1817_01,Earth,False,F/349/S,PSO J318.5-22,16.0,False,112.0,0.0,38.0,77.0,443.0,Marky Lanks,0,670.0,Marky,Lanks,F,349,S
1818_01,Earth,True,G/297/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Felia Portananney,1,0.0,Felia,Portananney,G,297,P
1822_01,Earth,False,G/299/P,TRAPPIST-1e,31.0,False,2.0,811.0,0.0,0.0,0.0,Charly Mirez,1,813.0,Charly,Mirez,G,299,P
1827_01,Earth,False,F/352/S,55 Cancri e,24.0,False,0.0,94.0,1.0,56.0,427.0,Chrisa Norrison,0,578.0,Chrisa,Norrison,F,352,S
1829_02,Europa,False,D/56/P,TRAPPIST-1e,30.0,False,1.0,6398.0,0.0,2.0,295.0,Propsh Clumshangs,1,6696.0,Propsh,Clumshangs,D,56,P
1829_03,Europa,False,D/56/P,TRAPPIST-1e,22.0,False,0.0,8882.0,21.0,2204.0,19.0,Luxion Clumshangs,1,11126.0,Luxion,Clumshangs,D,56,P
1829_04,Europa,False,D/56/P,TRAPPIST-1e,28.0,True,0.0,4424.0,3.0,207.0,1572.0,Hadiram Gloother,1,6206.0,Hadiram,Gloother,D,56,P
1829_05,Europa,True,D/56/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Atrinon Persed,1,0.0,Atrinon,Persed,D,56,P
1829_06,Europa,False,D/56/P,TRAPPIST-1e,29.0,False,0.0,699.0,0.0,0.0,1955.0,Ankark Persed,0,2654.0,Ankark,Persed,D,56,P
1833_01,Europa,False,C/61/P,55 Cancri e,48.0,False,140.0,127.0,0.0,4102.0,521.0,Mirark Scoudelle,0,4890.0,Mirark,Scoudelle,C,61,P
1836_01,Earth,False,F/362/P,TRAPPIST-1e,23.0,False,1639.0,1218.0,0.0,1.0,0.0,Ronne Meleon,1,2858.0,Ronne,Meleon,F,362,P
1841_01,Earth,False,F/365/P,TRAPPIST-1e,55.0,False,1104.0,0.0,0.0,0.0,0.0,Ivaney Flynney,0,1104.0,Ivaney,Flynney,F,365,P
1844_01,Earth,False,F/355/S,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,1381.0,Andan Stannondez,0,1381.0,Andan,Stannondez,F,355,S
1844_02,Earth,True,G/289/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Garley Stannondez,1,0.0,Garley,Stannondez,G,289,S
1844_03,Earth,True,G/289/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Winia Stannondez,1,0.0,Winia,Stannondez,G,289,S
1846_01,Earth,False,F/366/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,788.0,16.0,Elicia Mejiamsey,0,804.0,Elicia,Mejiamsey,F,366,P
1849_01,Earth,False,F/367/P,TRAPPIST-1e,25.0,False,113.0,0.0,0.0,1282.0,0.0,Antone Sellentry,0,1395.0,Antone,Sellentry,F,367,P
1850_01,Earth,False,F/356/S,PSO J318.5-22,54.0,False,0.0,316.0,257.0,0.0,0.0,Troya Schwardson,0,573.0,Troya,Schwardson,F,356,S
1850_02,Earth,False,F/356/S,55 Cancri e,25.0,False,0.0,0.0,1.0,735.0,25.0,Leene Schwardson,0,761.0,Leene,Schwardson,F,356,S
1853_01,Earth,True,G/302/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Annez Webstenson,1,0.0,Annez,Webstenson,G,302,P
1854_01,Europa,False,A/22/S,55 Cancri e,53.0,False,0.0,13527.0,0.0,0.0,771.0,Gorab Unprive,1,14298.0,Gorab,Unprive,A,22,S
1855_01,Earth,True,G/303/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Ellena Jenson,1,0.0,Ellena,Jenson,G,303,P
1855_02,Earth,False,E/113/P,TRAPPIST-1e,39.0,False,0.0,43.0,864.0,0.0,85.0,Mabela Jenson,0,992.0,Mabela,Jenson,E,113,P
1856_01,Earth,False,F/368/P,TRAPPIST-1e,22.0,False,8.0,710.0,0.0,27.0,0.0,Adriet Combson,1,745.0,Adriet,Combson,F,368,P
1857_01,Mars,False,D/63/S,55 Cancri e,31.0,False,120.0,0.0,657.0,52.0,0.0,Pios Emone,0,829.0,Pios,Emone,D,63,S
1860_01,Europa,False,A/13/P,TRAPPIST-1e,35.0,True,0.0,1.0,0.0,0.0,3156.0,Caiah Headfair,0,3157.0,Caiah,Headfair,A,13,P
1860_02,Europa,False,A/13/P,55 Cancri e,35.0,False,95.0,3441.0,0.0,391.0,318.0,Krazet Headfair,0,4245.0,Krazet,Headfair,A,13,P
1861_01,Mars,True,F/358/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Choney Clake,1,0.0,Choney,Clake,F,358,S
1861_02,Mars,False,F/358/S,TRAPPIST-1e,61.0,False,953.0,415.0,974.0,0.0,133.0,Apix Clake,0,2475.0,Apix,Clake,F,358,S
1863_01,Earth,False,F/370/P,55 Cancri e,58.0,False,14.0,0.0,1081.0,0.0,0.0,Bony Handertiz,1,1095.0,Bony,Handertiz,F,370,P
1865_02,Earth,False,G/292/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Dandra Roses,0,0.0,Dandra,Roses,G,292,S
1865_03,Earth,False,G/292/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Idary Owery,1,0.0,Idary,Owery,G,292,S
1866_01,Earth,False,F/371/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,865.0,Billey Wolffy,0,865.0,Billey,Wolffy,F,371,P
1868_01,Mars,True,F/372/P,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Sug Fincy,1,0.0,Sug,Fincy,F,372,P
1872_01,Mars,True,E/139/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Stote Wala,0,0.0,Stote,Wala,E,139,S
1874_01,Earth,True,G/305/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Armene Woodgezalez,0,0.0,Armene,Woodgezalez,G,305,P
1877_01,Earth,False,G/306/P,TRAPPIST-1e,37.0,False,28.0,25.0,26.0,806.0,3.0,Raque Ellahan,0,888.0,Raque,Ellahan,G,306,P
1878_01,Earth,False,F/375/P,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,724.0,0.0,Fanna Chenson,0,724.0,Fanna,Chenson,F,375,P
1879_01,Europa,False,D/58/P,TRAPPIST-1e,36.0,False,0.0,583.0,1789.0,19.0,1009.0,Alhair Inderly,0,3400.0,Alhair,Inderly,D,58,P
1880_01,Earth,False,F/376/P,55 Cancri e,20.0,False,470.0,128.0,0.0,0.0,9.0,Valey Clean,0,607.0,Valey,Clean,F,376,P
1881_01,Earth,False,F/377/P,TRAPPIST-1e,20.0,False,2215.0,0.0,0.0,86.0,0.0,Samie Valey,1,2301.0,Samie,Valey,F,377,P
1884_01,Mars,True,E/140/S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Whers Meake,0,0.0,Whers,Meake,E,140,S
1886_01,Earth,False,E/141/S,TRAPPIST-1e,26.0,False,0.0,3.0,176.0,611.0,0.0,Briane Morrows,0,790.0,Briane,Morrows,E,141,S
1887_01,Earth,False,G/295/S,TRAPPIST-1e,35.0,False,0.0,88.0,718.0,46.0,0.0,Wilmay Pooley,0,852.0,Wilmay,Pooley,G,295,S
1888_01,Earth,False,F/361/S,TRAPPIST-1e,30.0,False,116.0,0.0,0.0,728.0,29.0,Benda Barrelliver,1,873.0,Benda,Barrelliver,F,361,S
1889_01,Earth,False,F/378/P,TRAPPIST-1e,22.0,False,0.0,0.0,22.0,0.0,702.0,Vandy Hewson,0,724.0,Vandy,Hewson,F,378,P
1889_02,Earth,True,G/307/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Lerome Hewson,0,0.0,Lerome,Hewson,G,307,P
1890_01,Earth,True,G/308/P,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,Beathy Englence,0,0.0,Beathy,Englence,G,308,P
