PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,FirstName,LastName,CabinSector,CabinRoom,CabinClass
1452_02,Europa,True,*MISSING*,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,Gorab Distured,1,Gorab,Distured,*MISSING*,*MISSING*,*MISSING*
1452_03,Europa,False,C/53/P,55 Cancri e,34.0,False,0.0,1646.0,0.0,51.0,1462.0,Alzird Distured,0,Alzird,Distured,C,53,P
1452_04,Europa,False,C/53/P,TRAPPIST-1e,33.0,False,0.0,774.0,0.0,6255.0,6.0,Hamak Distured,0,Hamak,Distured,C,53,P
1452_05,Europa,True,C/53/P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gimph Distured,1,Gimph,Distured,C,53,P
1453_01,Earth,*MISSING*,G/229/P,55 Cancri e,16.0,*MISSING*,0.0,2838.0,32.0,5.0,3404.0,Kimena Thorney,0,Kimena,Thorney,G,229,P
1453_02,Earth,False,G/229/P,TRAPPIST-1e,63.0,False,3.0,801.0,0.0,0.0,5.0,Annon Thorney,1,Annon,Thorney,G,229,P
1454_01,Europa,False,D/54/S,TRAPPIST-1e,37.0,False,0.0,13561.0,15.0,4060.0,72.0,Canonon Righturter,0,Canonon,Righturter,D,54,S
1455_01,Europa,True,B/62/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Markton Wassird,1,Markton,Wassird,B,62,S
1455_02,Europa,False,B/62/S,TRAPPIST-1e,29.0,False,0.0,2509.0,0.0,16.0,698.0,Teronan Conaly,1,Teronan,Conaly,B,62,S
1455_03,Europa,True,B/62/S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Rotanin Wassird,1,Rotanin,Wassird,B,62,S
1455_04,Europa,False,B/62/S,TRAPPIST-1e,26.0,False,0.0,533.0,2119.0,10.0,504.0,Rasaleh Wassird,1,Rasaleh,Wassird,B,62,S
1455_05,Europa,False,B/62/S,55 Cancri e,76.0,False,0.0,2732.0,422.0,16594.0,330.0,Antino Wassird,0,Antino,Wassird,B,62,S
1457_01,Earth,False,E/110/S,TRAPPIST-1e,61.0,False,0.0,368.0,3.0,4422.0,0.0,Bra Combson,0,Bra,Combson,E,110,S
1458_01,*MISSING*,False,G/223/S,TRAPPIST-1e,46.0,False,0.0,0.0,2020.0,323.0,0.0,Arllia Mccarveymon,0,Arllia,Mccarveymon,G,223,S
1460_01,Earth,False,F/285/P,*MISSING*,19.0,False,135.5438003215392,905.0,387.0,0.0,0.0,Bony Williotters,1,Bony,Williotters,F,285,P
1460_02,Earth,True,G/230/P,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Eduana Williotters,1,Eduana,Williotters,G,230,P
1461_01,Earth,True,G/224/S,TRAPPIST-1e,23.682547365605945,False,0.0,-368.26547931485936,0.0,0.0,0.0,Naomin Gordond,0,Naomin,Gordond,G,224,S
1462_01,Earth,True,G/231/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Timmie Webstes,1,Timmie,Webstes,G,231,P
1463_01,Earth,False,F/282/S,PSO J318.5-22,23.0,False,200.0,414.0,73.0,1.0,1.0,*MISSING*,0,*MISSING*,*MISSING*,F,282,S
1465_01,Earth,False,G/233/P,PSO J318.5-22,63.0,False,356.0,287.0,0.0,0.0,248.0,Byrona Alfordonard,0,Byrona,Alfordonard,G,233,P
1467_01,*MISSING*,False,E/111/S,TRAPPIST-1e,21.0,False,894.0,1.0,0.0,61.0,26.0,Russey Dillips,0,Russey,Dillips,E,111,S
1474_01,Mars,True,F/287/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,-180.53646874522678,0.0,Morms Melte,1,Morms,Melte,F,287,P
1478_01,Earth,False,F/289/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,417.0,2372.0,*MISSING*,0,*MISSING*,*MISSING*,F,289,P
1478_02,Earth,False,F/289/P,PSO J318.5-22,39.0,False,194.34615354119137,19.0,733.0,0.0,701.0,Toniel Sweene,0,Toniel,Sweene,F,289,P
1479_01,Mars,True,F/290/P,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Clues Erle,1,Clues,Erle,F,290,P
1481_01,Mars,False,E/91/P,TRAPPIST-1e,27.0,False,555.0,0.0,744.0,0.0,0.0,Krus Prist,0,Krus,Prist,E,91,P
1484_01,Earth,*MISSING*,E/93/P,TRAPPIST-1e,16.0,False,92.0,1.0,884.0,0.0,0.0,Lan Roachoanand,0,Lan,Roachoanand,E,93,P
1485_01,Mars,True,F/291/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Hones Man,1,Hones,Man,F,291,P
1488_01,Mars,True,E/94/P,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,-189.46450754759366,Powhex Betie,1,Powhex,Betie,E,94,P
1489_01,Earth,False,G/229/S,TRAPPIST-1e,19.0,False,73.0,0.0,0.0,813.0,2.0,Katiey Gallencis,0,Katiey,Gallencis,G,229,S
1490_01,Europa,False,D/47/P,55 Cancri e,26.0,False,0.0,304.0,0.0,3998.0,880.9964401869427,Caphird Crioncery,0,Caphird,Crioncery,D,47,P
1491_01,Earth,False,G/240/P,55 Cancri e,32.0,False,0.0,0.0,0.0,817.0,8.0,Leneva Sosalinson,1,Leneva,Sosalinson,G,240,P
1491_02,Earth,False,F/292/P,TRAPPIST-1e,56.0,False,0.0,51.0,0.0,2.0,706.0,Tanley Sosalinson,0,Tanley,Sosalinson,F,292,P
1491_03,Earth,False,G/240/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,*MISSING*,1,*MISSING*,*MISSING*,G,240,P
1493_01,Earth,False,F/285/S,TRAPPIST-1e,38.0,False,35.0,0.0,0.0,0.0,713.0,Eilace Hardley,0,Eilace,Hardley,F,285,S
1498_01,Earth,False,F/295/P,TRAPPIST-1e,30.0,False,0.0,495.0,161.5781129632479,0.0,153.0,Karay Talls,0,Karay,Talls,F,295,P
1499_01,Earth,False,F/287/S,TRAPPIST-1e,21.0,False,5.0,0.0,0.0,2.0,1061.0,Teryla Keithunts,0,Teryla,Keithunts,F,287,S
1500_01,Earth,False,G/230/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Hollie Cooperkins,0,Hollie,Cooperkins,G,230,S
1500_02,Earth,False,G/230/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Gerly Cooperkins,0,Gerly,Cooperkins,G,230,S
1500_03,Earth,False,G/230/S,55 Cancri e,17.0,False,0.0,55.0,913.0,0.0,55.0,Joandy Barbes,1,Joandy,Barbes,G,230,S
1500_04,Earth,*MISSING*,G/230/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Cooperkins,1,Andrey,Cooperkins,G,230,S
1500_05,Earth,False,F/288/S,55 Cancri e,17.0,False,319.0,184.0,0.0,0.0,376.0,Irmark Barbes,0,Irmark,Barbes,F,288,S
1500_06,Earth,True,G/230/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Bobbyn Barbes,1,Bobbyn,Barbes,G,230,S
1500_07,Earth,True,G/230/S,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Everly Barbes,1,Everly,Barbes,G,230,S
1501_01,Earth,False,G/243/P,TRAPPIST-1e,63.0,False,0.0,216.0,0.0,594.0,0.0,Julin Fryan,0,Julin,Fryan,G,243,P
1503_01,Mars,False,D/48/P,TRAPPIST-1e,35.0,False,1890.0,0.0,497.0,1.0,0.0,Koops Haste,0,Koops,Haste,D,48,P
1503_02,Mars,False,D/48/P,TRAPPIST-1e,61.0,False,1114.0,0.0,68.0,0.0,0.0,Wat Haste,0,Wat,Haste,D,48,P
1506_01,Earth,False,F/298/P,*MISSING*,19.0,False,0.0,24.0,615.0,9.0,0.0,Bara Vines,1,Bara,Vines,F,298,P
1507_01,Earth,False,F/289/S,TRAPPIST-1e,43.0,False,0.0,0.0,1217.0,2.0,0.0,*MISSING*,1,*MISSING*,*MISSING*,F,289,S
1507_02,Earth,False,F/289/S,TRAPPIST-1e,14.0,False,1.0,1.0,683.0,419.0,0.0,Jerek Jeffey,0,Jerek,Jeffey,F,289,S
1507_03,Earth,False,G/231/S,TRAPPIST-1e,78.0,False,0.0,0.0,0.0,441.0,4.0,Anny Jeffey,0,Anny,Jeffey,G,231,S
1507_04,Earth,False,F/289/S,TRAPPIST-1e,21.0,False,398.0,490.0,0.0,196.50349038871366,0.0,Kirky Jeffey,0,Kirky,Jeffey,F,289,S
1509_01,Mars,False,E/95/P,TRAPPIST-1e,32.0,*MISSING*,1240.0,0.0,58.0,0.0,0.0,Sumpix Dal,0,Sumpix,Dal,E,95,P
1510_01,Mars,False,F/291/S,TRAPPIST-1e,31.0,False,1226.0,0.0,1.0,0.0,0.0,Yakers Swin,0,Yakers,Swin,F,291,S
1511_01,Europa,False,B/63/S,TRAPPIST-1e,40.0,False,1006.0,1519.6570703168125,0.0,284.0,329.0,Ancham Spandisket,1,Ancham,Spandisket,B,63,S
1511_02,Europa,True,B/63/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Diram Whealeed,1,Diram,Whealeed,B,63,S
1511_03,Europa,False,B/63/S,TRAPPIST-1e,36.0,False,0.0,2345.0,0.0,1966.0,27.0,Maham Spandisket,0,Maham,Spandisket,B,63,S
1511_04,Europa,False,B/63/S,55 Cancri e,31.0,False,65.0,2121.0,0.0,6431.0,1.0,Winon Whealeed,0,Winon,Whealeed,B,63,S
1515_01,Earth,False,F/293/S,TRAPPIST-1e,18.0,False,765.0,0.0,13.0,0.0,0.0,Herina Oconley,0,Herina,Oconley,F,293,S
1520_01,Earth,True,G/235/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Harrie Klindsey,1,Harrie,Klindsey,G,235,S
1521_01,Mars,True,F/295/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Repart Flité,1,Repart,Flité,F,295,S
1523_01,Europa,True,B/64/S,55 Cancri e,41.0,False,0.0,877.3744770322115,0.0,0.0,0.0,Izares Waring,1,Izares,Waring,B,64,S
1523_02,Europa,True,B/64/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Baton Waring,1,Baton,Waring,B,64,S
1524_01,Earth,True,G/236/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Therie Shawforden,1,Therie,Shawforden,G,236,S
1525_01,Mars,False,F/299/P,TRAPPIST-1e,20.0,False,539.0,1269.0,38.0,0.0,0.0,Sceros Gin,1,Sceros,Gin,F,299,P
1526_01,Earth,False,F/300/P,55 Cancri e,23.0,False,4.0,448.30652157199376,2.0,254.0,521.0,Karia Sotond,0,Karia,Sotond,F,300,P
1527_01,Europa,True,D/49/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Dirius Boderbint,1,Dirius,Boderbint,D,49,P
1527_02,Europa,False,D/49/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Anchird Boderbint,1,Anchird,Boderbint,D,49,P
1528_01,Mars,False,D/50/P,55 Cancri e,18.0,False,3992.0,673.0,1360.0,2.0,0.0,Eang Madan,1,Eang,Madan,D,50,P
1529_01,Europa,False,A/16/S,PSO J318.5-22,25.0,True,0.0,7069.0,0.0,45.0,282.0,Almino Slable,1,Almino,Slable,A,16,S
1529_02,Europa,False,A/16/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Krab Slable,1,Krab,Slable,A,16,S
1531_01,Earth,False,G/237/S,TRAPPIST-1e,46.0,False,0.0,0.0,533.0,277.0,0.0,Kimena Puckley,0,Kimena,Puckley,G,237,S
1532_01,Europa,False,B/65/S,TRAPPIST-1e,27.0,False,0.0,31.0,0.0,1.0,11378.0,Alcorux Bealvewd,0,Alcorux,Bealvewd,B,65,S
1533_01,Earth,False,G/244/P,TRAPPIST-1e,53.0,False,1015.0,0.0,0.0,0.0,1.0,Tricky Potters,0,Tricky,Potters,G,244,P
1536_01,Mars,True,F/297/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Croo Nuthe,1,Croo,Nuthe,F,297,S
1539_01,Europa,*MISSING*,A/17/S,55 Cancri e,32.0,False,54.0,3782.0,0.0,21.0,5.0,Alyadum Barmant,1,Alyadum,Barmant,A,17,S
1540_01,Europa,False,C/55/P,TRAPPIST-1e,32.0,False,1.0,470.0,0.0,1440.0,2114.0,Shamak Clumshangs,0,Shamak,Clumshangs,C,55,P
1540_02,Europa,False,C/55/P,TRAPPIST-1e,33.0,True,0.0,7139.0,22.0,0.0,553.0,Duhratz Clumshangs,1,Duhratz,Clumshangs,C,55,P
1540_03,Europa,False,C/55/P,TRAPPIST-1e,26.0,False,0.0,170.0,0.0,3718.0,0.0,Bahoton Clumshangs,0,Bahoton,Clumshangs,C,55,P
1541_01,Earth,False,F/298/S,TRAPPIST-1e,47.0,False,12.0,7.0,0.0,720.0,0.0,Carma Woody,1,Carma,Woody,F,298,S
1542_01,Mars,False,F/299/S,TRAPPIST-1e,13.0,False,7172.0,0.0,157.0,20.0,0.0,Tot Seche,0,Tot,Seche,F,299,S
1543_01,Europa,True,C/56/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Izarkab Clidly,1,Izarkab,Clidly,C,56,P
1544_01,Earth,False,G/245/P,TRAPPIST-1e,21.0,False,9.0,0.0,0.0,0.0,800.0,Rosiey Ayalazquez,0,Rosiey,Ayalazquez,G,245,P
1545_01,Mars,False,*MISSING*,TRAPPIST-1e,20.0,False,206.0,0.0,629.0,67.0,523.0,Hocks Fiha,1,Hocks,Fiha,*MISSING*,*MISSING*,*MISSING*
1547_01,Earth,False,F/301/S,TRAPPIST-1e,21.0,False,163.0,0.0,661.0,32.0,0.0,Aarone Hoppers,0,Aarone,Hoppers,F,301,S
1548_01,Europa,True,B/50/P,55 Cancri e,51.0,*MISSING*,0.0,0.0,0.0,0.0,0.0,Okulk Unicting,1,Okulk,Unicting,B,50,P
1548_02,Europa,True,B/50/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Sarid Stivelte,1,Sarid,Stivelte,B,50,P
1550_01,Europa,False,C/58/S,TRAPPIST-1e,26.0,False,1.0,230.0,0.0,42.0,4030.0,Marin Supiensive,0,Marin,Supiensive,C,58,S
1550_02,Europa,False,*MISSING*,55 Cancri e,53.0,True,5022.0,2376.0,0.0,0.0,235.0,Coxaton Supiensive,0,Coxaton,Supiensive,*MISSING*,*MISSING*,*MISSING*
1551_01,Europa,False,E/96/P,TRAPPIST-1e,30.0,False,0.0,1376.0,43.0,0.0,1460.0,Skyrmak Clidly,1,Skyrmak,Clidly,E,96,P
1552_01,Earth,True,G/240/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Millie Batestonley,0,Millie,Batestonley,G,240,S
1555_01,Europa,False,A/18/S,TRAPPIST-1e,45.0,False,0.0,1389.0,0.0,2987.0,0.0,Alcorix Spistory,0,Alcorix,Spistory,A,18,S
1558_01,Earth,False,G/247/P,TRAPPIST-1e,62.0,False,877.0,15.0,0.0,0.0,1.0,Benja Mcdowns,0,Benja,Mcdowns,G,247,P
1560_01,Earth,False,G/242/S,TRAPPIST-1e,38.0,False,0.0,1.0,45.0,0.0,837.0,Chary Guezaley,0,Chary,Guezaley,G,242,S
1561_01,Earth,False,F/305/P,55 Cancri e,24.0,False,1030.0,0.0,0.0,0.0,1122.0,Kyley Briggins,0,Kyley,Briggins,F,305,P
1562_01,Earth,False,F/306/P,TRAPPIST-1e,18.0,False,341.0,0.0,332.0,102.0,0.0,Shelle Simmonders,0,Shelle,Simmonders,F,306,P
1564_01,Mars,True,F/303/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Weers Merie,0,Weers,Merie,F,303,S
1565_01,Earth,False,F/304/S,PSO J318.5-22,16.0,False,0.0,1519.0,0.0,0.0,766.0,Gordo Fitzgerson,0,Gordo,Fitzgerson,F,304,S
1567_01,Europa,True,B/53/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Tark Replic,1,Tark,Replic,B,53,P
1568_01,Earth,False,*MISSING*,TRAPPIST-1e,22.0,False,1018.0,100.0,0.0,9.0,0.0,Idace Burchrison,0,Idace,Burchrison,*MISSING*,*MISSING*,*MISSING*
1568_02,Earth,True,G/248/P,PSO J318.5-22,18.0,False,0.0,0.0,164.92718333164004,0.0,0.0,Samany Burchrison,1,Samany,Burchrison,G,248,P
1569_01,Mars,True,F/308/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Tors Hac,1,Tors,Hac,F,308,P
1572_01,Earth,False,G/249/P,TRAPPIST-1e,26.0,*MISSING*,758.0,17.0,11.0,0.0,0.0,Karie Shephendry,0,Karie,Shephendry,G,249,P
1572_02,Earth,False,F/309/P,TRAPPIST-1e,25.0,False,4.0,0.0,146.0,723.0,0.0,Lynnie Pager,0,Lynnie,Pager,F,309,P
1573_01,Mars,False,D/56/S,TRAPPIST-1e,55.0,False,938.0,0.0,82.0,0.0,162.0,Lychex Butte,0,Lychex,Butte,D,56,S
1576_01,Mars,False,E/97/P,TRAPPIST-1e,28.0,False,641.0,0.0,372.0,0.0,16.0,Oahars Hapie,0,Oahars,Hapie,E,97,P
1577_01,Earth,False,F/310/P,*MISSING*,23.0,False,0.0,169.0,163.94668467293695,0.0,0.0,Keitha Grahangory,1,Keitha,Grahangory,F,310,P
1578_01,Earth,False,E/98/P,TRAPPIST-1e,22.0,False,0.0,24.0,0.0,176.0,783.0,Everly Garrincent,0,Everly,Garrincent,E,98,P
1579_01,Earth,False,F/311/P,55 Cancri e,26.0,False,333.0,1819.0,0.0,1.0,0.0,Rankie Pughanders,1,Rankie,Pughanders,F,311,P
1580_01,Earth,False,G/246/S,TRAPPIST-1e,13.0,False,0.0,0.0,8.0,0.0,714.0,Enrie Hinesh,0,Enrie,Hinesh,G,246,S
1580_02,Earth,False,G/246/S,TRAPPIST-1e,18.0,False,428.0,0.0,36.0,0.0,424.0,Janita Hinesh,0,Janita,Hinesh,G,246,S
1581_01,Mars,True,F/312/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Cor Che,1,Cor,Che,F,312,P
1581_02,Mars,True,*MISSING*,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Prabon Che,1,Prabon,Che,*MISSING*,*MISSING*,*MISSING*
1584_01,Earth,False,F/314/P,TRAPPIST-1e,57.0,False,433.0,0.0,0.0,371.0,0.0,Paulia Thony,0,Paulia,Thony,F,314,P
1584_02,Earth,True,G/251/P,TRAPPIST-1e,0.0,False,-169.07402233157478,0.0,0.0,0.0,0.0,Ronne Thony,0,Ronne,Thony,G,251,P
1585_01,Earth,True,G/252/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Salley Crosarios,1,Salley,Crosarios,G,252,P
1588_01,Europa,True,E/99/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Errima Fullous,1,Errima,Fullous,E,99,P
1588_02,Europa,False,E/99/P,55 Cancri e,35.0,False,0.0,17394.0,0.0,724.0,0.0,Hyaduma Fullous,1,Hyaduma,Fullous,E,99,P
1590_01,Europa,False,D/57/S,TRAPPIST-1e,37.0,False,0.0,1336.0,2.0,12.0,7.0,Neutrin Crakenecal,1,Neutrin,Crakenecal,D,57,S
1590_02,Europa,False,D/57/S,55 Cancri e,33.0,False,0.0,26.0,1.0,33.0,2439.0,Ankark Crakenecal,0,Ankark,Crakenecal,D,57,S
1592_01,Europa,False,C/60/S,TRAPPIST-1e,35.0,False,305.0,3621.0,0.0,320.0,341.0,Ankabih Idivent,1,Ankabih,Idivent,C,60,S
1592_02,Europa,False,C/60/S,55 Cancri e,47.0,False,16.0,2127.0,1487.0,0.0,196.0,Arid Idivent,1,Arid,Idivent,C,60,S
1593_01,Earth,False,E/114/S,TRAPPIST-1e,23.0,False,5.0,51.0,0.0,732.0,0.0,Gwendy Savaraldez,0,Gwendy,Savaraldez,E,114,S
1594_01,Earth,False,G/253/P,TRAPPIST-1e,24.342085195997573,False,0.0,3.0,0.0,2.0,923.0,Lis Delazarson,1,Lis,Delazarson,G,253,P
1595_01,Europa,False,C/57/P,55 Cancri e,27.0,False,0.0,4342.0,0.0,1290.6286730671102,36.0,Pharmus Reming,1,Pharmus,Reming,C,57,P
1596_01,Europa,True,B/54/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Izarfik Replipent,1,Izarfik,Replipent,B,54,P
1597_01,Earth,True,G/254/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,-175.07635422153595,Thewis Hahnstonsen,1,Thewis,Hahnstonsen,G,254,P
1599_01,Europa,True,C/58/P,TRAPPIST-1e,19.0,False,0.0,0.0,164.93111046835762,0.0,0.0,Giedion Drelcate,1,Giedion,Drelcate,C,58,P
1599_02,Europa,True,C/58/P,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,Enifak Drelcate,1,Enifak,Drelcate,C,58,P
1601_01,Earth,False,G/255/P,TRAPPIST-1e,37.0,False,22.0,5.0,0.0,747.0,0.0,Elenna Mulley,0,Elenna,Mulley,G,255,P
1602_01,Earth,False,F/307/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,2681.0,55.0,Vina Chardsons,0,Vina,Chardsons,F,307,S
1603_01,Earth,False,F/317/P,TRAPPIST-1e,42.0,False,0.0,594.0,0.0,0.0,119.0,Tyle Carreralend,0,Tyle,Carreralend,F,317,P
1603_02,Earth,True,G/256/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Card Carreralend,1,Card,Carreralend,G,256,P
1603_03,Earth,False,G/256/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Dessie Carreralend,1,Dessie,Carreralend,G,256,P
1604_01,Earth,False,G/257/P,TRAPPIST-1e,24.0,False,2.0,3.0,0.0,616.0,161.0,Dellie Rostarks,0,Dellie,Rostarks,G,257,P
1606_01,Europa,False,E/116/S,TRAPPIST-1e,20.0,False,13.0,817.0,0.0,1435.0,22.0,Furuson Oilloody,1,Furuson,Oilloody,E,116,S
1608_01,Earth,False,F/319/P,TRAPPIST-1e,24.0,False,1158.0,193.0,798.0,2.0,0.0,Glena Dicksons,0,Glena,Dicksons,F,319,P
1611_01,Earth,False,G/248/S,TRAPPIST-1e,42.0,False,0.0,865.0,0.0,0.0,44.0,Lorey Torrez,1,Lorey,Torrez,G,248,S
1612_01,Europa,False,E/101/P,TRAPPIST-1e,49.0,False,0.0,3750.0,0.0,2.0,341.0,Furuson Entenedy,1,Furuson,Entenedy,E,101,P
1612_02,Europa,True,E/101/P,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Arraid Entenedy,1,Arraid,Entenedy,E,101,P
1613_01,Earth,False,*MISSING*,55 Cancri e,16.0,False,825.0,9.0,0.0,0.0,42.0,Judya Josey,0,Judya,Josey,*MISSING*,*MISSING*,*MISSING*
1614_01,Mars,False,F/321/P,TRAPPIST-1e,26.0,True,432.0,0.0,965.0,35.0,0.0,Duckes Conie,0,Duckes,Conie,F,321,P
1615_01,Earth,False,F/322/P,TRAPPIST-1e,24.0,False,0.0,0.0,6.0,685.0,0.0,Kencey Lopelases,0,Kencey,Lopelases,F,322,P
1615_02,Earth,True,G/259/P,TRAPPIST-1e,38.0,False,0.0,0.0,164.99172854740038,0.0,0.0,Therta Harperez,1,Therta,Harperez,G,259,P
1615_03,Earth,False,G/259/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Terina Lopelases,1,Terina,Lopelases,G,259,P
1617_01,Mars,False,D/53/P,PSO J318.5-22,37.0,False,295.0,1575.0,19.0,515.0,0.0,Ots Blan,0,Ots,Blan,D,53,P
1619_01,Earth,True,G/249/S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Vanard Hinglendez,1,Vanard,Hinglendez,G,249,S
1621_01,Earth,False,F/308/S,55 Cancri e,25.0,False,553.0,0.0,1.0,239.0,8.0,Jeane Dukertyler,1,Jeane,Dukertyler,F,308,S
1621_02,Earth,False,F/308/S,PSO J318.5-22,25.0,False,172.0,129.0,41.0,0.0,341.0,Valex Dukertyler,0,Valex,Dukertyler,F,308,S
1622_01,Mars,True,F/323/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Jayrin Sau,1,Jayrin,Sau,F,323,P
1624_01,Earth,True,G/250/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,-252.16959298233428,0.0,Joanry Barbes,1,Joanry,Barbes,G,250,S
1624_02,Earth,False,G/250/S,55 Cancri e,46.0,False,612.0,0.0,62.0,0.0,0.0,Dorice Barbes,1,Dorice,Barbes,G,250,S
1624_03,Earth,*MISSING*,G/250/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,107.93378819995422,Eristy Barbes,1,Eristy,Barbes,G,250,S
1625_01,Europa,True,C/59/P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Weznif Patimonne,1,Weznif,Patimonne,C,59,P
1625_02,Europa,False,C/59/P,TRAPPIST-1e,29.0,False,0.0,930.0,0.0,2113.0,98.0,Dabik Patimonne,0,Dabik,Patimonne,C,59,P
1626_01,Earth,False,F/324/P,TRAPPIST-1e,19.0,False,224.35286197424108,9.0,0.0,0.0,1.0,Raceky Logannon,0,Raceky,Logannon,F,324,P
1628_01,Europa,True,B/71/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Zauri Foraud,1,Zauri,Foraud,B,71,S
1630_01,Earth,True,G/252/S,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Rayne Cofferson,1,Rayne,Cofferson,G,252,S
1630_02,Earth,True,G/252/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Shery Cofferson,0,Shery,Cofferson,G,252,S
1630_03,Earth,False,F/309/S,TRAPPIST-1e,37.0,False,0.0,27.0,11.0,732.0,5.0,Elanda Cofferson,0,Elanda,Cofferson,F,309,S
1631_01,Earth,False,E/118/S,TRAPPIST-1e,61.0,False,1215.0,32.0,0.0,0.0,362.0,Toniel Kennetty,0,Toniel,Kennetty,E,118,S
1632_01,Europa,True,C/62/S,TRAPPIST-1e,32.0,False,0.0,1093.3472268990463,0.0,0.0,0.0,Cella Fatted,1,Cella,Fatted,C,62,S
1633_01,Earth,True,G/261/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,-222.99597818417948,Ferry Thony,1,Ferry,Thony,G,261,P
1633_02,Earth,True,G/261/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Tyrony Thony,1,Tyrony,Thony,G,261,P
1634_01,Earth,True,G/253/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Armen Conleydenan,0,Armen,Conleydenan,G,253,S
1635_01,Earth,False,F/325/P,TRAPPIST-1e,22.0,False,1300.0,0.0,216.23270671729898,0.0,1134.0,Iandy Tuckers,0,Iandy,Tuckers,F,325,P
1636_01,Earth,False,G/254/S,TRAPPIST-1e,41.0,False,139.0,666.0,6.0,71.0,25.0,Daisya Connelson,0,Daisya,Connelson,G,254,S
1637_01,Earth,True,G/255/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Leony Ricews,1,Leony,Ricews,G,255,S
